Order ID,Order Date,Product,Category,Region,Customer Segment,Sales Channel,Quantity,Unit Price,Discount,Sales,Cost,Profit
ORD-10235,2025-02-19,Pen Set,Office Supplies,East,Consumer,B2B Sales,2,12.3,0.15,21.96,8.27,13.69
ORD-10236,2024-04-05,Desk Organizer,Office Supplies,West,Consumer,Retail Store,3,24.21,0.15,67.91,33.83,34.08
ORD-10237,2024-12-05,Notebook,Office Supplies,West,Small Business,Online,9,7.9,0.15,83.1,27.75,55.35
ORD-10238,2024-10-14,Backpack,Accessories,Central,Consumer,B2B Sales,1,89.77,0.1,95.34,39.24,56.1
ORD-10239,2025-12-30,Laptop Stand,Accessories,North,Consumer,Online,7,46.25,0.05,353.7,140.96,212.74
ORD-10240,2024-05-23,Office Chair,Furniture,West,Corporate,Online,1,216.31,0,237.94,127.8,110.14
ORD-10241,2025-09-20,Power Bank,Accessories,North,Consumer,Online,8,55.5,0.05,388.06,217.54,170.52
ORD-10242,2025-03-18,Headset,Technology,North-East,Consumer,Retail Store,2,97.97,0,195.94,89.17,106.77
ORD-10243,2025-12-29,Standing Desk,Furniture,North-East,Consumer,Online,1,515.23,0.05,611.84,309.65,302.19
ORD-10244,2024-05-15,Mouse,Technology,North-East,Corporate,Retail Store,1,38.76,0.05,36.82,18.39,18.43
ORD-10245,2024-11-28,Laptop Stand,Accessories,North,Consumer,Retail Store,4,45.77,0,210.54,80.53,130.01
ORD-10246,2024-05-22,Keyboard,Technology,North-East,Consumer,Online,1,74.25,0.1,66.83,38.2,28.63
ORD-10247,2024-09-09,Desk Lamp,Furniture,West,Corporate,Online,1,52.84,0.05,55.22,24.93,30.29
ORD-10248,2025-01-24,Bookshelf,Furniture,North-East,Consumer,Retail Store,2,190.34,0,380.68,190.46,190.22
ORD-10249,2025-12-12,Keyboard,Technology,East,Small Business,B2B Sales,1,77.21,0.05,96.27,38.77,57.5
ORD-10250,2024-09-05,Printer Paper,Office Supplies,North-East,Consumer,B2B Sales,4,15.29,0.05,58.1,28.78,29.32
ORD-10251,2025-07-17,Webcam,Technology,North-East,Small Business,Online,2,114.74,0,252.43,120.56,131.87
ORD-10252,2025-02-22,Standing Desk,Furniture,North,Consumer,Retail Store,2,540.23,0,994.02,650.6,343.42
ORD-10253,2025-05-05,Stapler,Office Supplies,West,Small Business,B2B Sales,8,18.26,0.1,144.62,64.33,80.29
ORD-10254,2025-07-03,Notebook,Office Supplies,Central,Corporate,Retail Store,8,7.81,0.1,72.99,24.47,48.52
ORD-10255,2025-10-22,Desk Lamp,Furniture,North,Small Business,Online,1,54.22,0.05,47.39,24.39,23.0
ORD-10256,2025-08-17,Standing Desk,Furniture,North-East,Consumer,Online,1,535.1,0,535.1,325.45,209.65
ORD-10257,2025-05-09,Mouse,Technology,Central,Consumer,B2B Sales,1,39.65,0.05,44.45,17.9,26.55
ORD-10258,2025-05-09,Notebook,Office Supplies,North-East,Corporate,Online,3,7.92,0.15,20.2,8.89,11.31
ORD-10259,2024-12-17,Standing Desk,Furniture,East,Consumer,Retail Store,1,521.37,0.05,650.08,321.11,328.97
ORD-10260,2025-10-06,Webcam,Technology,North-East,Consumer,Retail Store,3,110.55,0.05,315.07,170.57,144.5
ORD-10261,2024-08-07,Webcam,Technology,Central,Corporate,Retail Store,1,109.62,0,129.35,57.3,72.05
ORD-10262,2025-11-17,Backpack,Accessories,North,Corporate,Retail Store,3,84.56,0.15,247.97,116.65,131.32
ORD-10263,2025-11-20,Bookshelf,Furniture,West,Corporate,Retail Store,1,177.09,0,243.5,95.58,147.92
ORD-10264,2024-05-24,Desk Organizer,Office Supplies,West,Consumer,Online,3,25.22,0.05,79.06,34.46,44.6
ORD-10265,2024-06-26,Desk Organizer,Office Supplies,North,Consumer,Online,8,25.55,0.15,159.84,92.1,67.74
ORD-10266,2025-05-11,Mouse,Technology,West,Consumer,Retail Store,2,40.06,0.15,74.91,36.51,38.4
ORD-10267,2024-03-25,Pen Set,Office Supplies,North,Consumer,Online,5,11.72,0.05,51.22,20.64,30.58
ORD-10268,2025-05-22,Notebook,Office Supplies,West,Consumer,Retail Store,6,8.11,0.1,48.17,18.6,29.57
ORD-10269,2025-03-27,Desk Organizer,Office Supplies,Central,Corporate,Retail Store,5,24.74,0.2,116.77,55.63,61.14
ORD-10270,2024-12-22,Laptop Stand,Accessories,North-East,Small Business,Online,5,44.14,0.1,248.29,102.82,145.47
ORD-10271,2025-12-28,Desk Lamp,Furniture,East,Corporate,Retail Store,3,57.23,0.05,214.08,73.24,140.84
ORD-10272,2025-09-03,Printer Paper,Office Supplies,North,Consumer,Online,2,14.6,0.1,24.18,14.12,10.06
ORD-10273,2024-03-01,USB-C Hub,Accessories,East,Consumer,Retail Store,4,67.35,0.1,254.58,121.71,132.87
ORD-10274,2025-08-14,Desk Lamp,Furniture,North-East,Consumer,Retail Store,2,53.31,0.05,101.29,47.97,53.32
ORD-10275,2025-01-12,Desk Organizer,Office Supplies,North,Corporate,B2B Sales,3,25.83,0.05,67.73,33.87,33.86
ORD-10276,2025-01-01,Backpack,Accessories,North-East,Consumer,Online,4,85.81,0,343.24,151.98,191.26
ORD-10277,2025-07-14,Stapler,Office Supplies,North-East,Corporate,B2B Sales,1,17.36,0.1,17.19,8.31,8.88
ORD-10278,2024-01-17,Monitor,Technology,North-East,Consumer,B2B Sales,1,296.68,0.15,252.18,177.1,75.08
ORD-10279,2024-11-05,Keyboard,Technology,Central,Corporate,Online,1,78.78,0,116.2,38.29,77.91
ORD-10280,2024-11-08,Standing Desk,Furniture,North-East,Corporate,Retail Store,1,523.99,0,654.99,308.71,346.28
ORD-10281,2025-11-27,Notebook,Office Supplies,North,Small Business,B2B Sales,8,8.24,0.05,72.02,23.9,48.12
ORD-10282,2024-04-01,Office Chair,Furniture,Central,Consumer,B2B Sales,1,228.22,0.1,242.37,123.67,118.7
ORD-10283,2025-11-24,Headset,Technology,West,Consumer,Retail Store,1,98.06,0.1,121.35,44.58,76.77
ORD-10284,2025-02-25,Desk Lamp,Furniture,East,Consumer,Online,2,56.04,0.05,111.8,50.28,61.52
ORD-10285,2024-11-18,Standing Desk,Furniture,North,Corporate,Online,1,536.7,0,617.21,324.23,292.98
ORD-10286,2024-01-28,Phone Charger,Accessories,East,Consumer,Retail Store,7,29.69,0,218.22,87.6,130.62
ORD-10287,2024-09-02,Notebook,Office Supplies,East,Consumer,Retail Store,1,8.47,0.15,7.56,2.97,4.59
ORD-10288,2025-08-05,Stapler,Office Supplies,East,Corporate,B2B Sales,3,17.31,0,54.53,23.96,30.57
ORD-10289,2024-02-10,Power Bank,Accessories,West,Consumer,Retail Store,7,55.13,0.05,403.28,186.52,216.76
ORD-10290,2025-07-04,Bookshelf,Furniture,Central,Consumer,Retail Store,1,187.35,0.05,231.02,95.7,135.32
ORD-10291,2025-10-11,Office Chair,Furniture,North,Corporate,Retail Store,3,212.47,0,586.42,378.91,207.51
ORD-10292,2025-04-09,Office Chair,Furniture,North,Corporate,Retail Store,1,211.48,0,194.56,122.6,71.96
ORD-10293,2025-05-23,Backpack,Accessories,West,Corporate,Retail Store,4,84.76,0.1,335.65,158.25,177.4
ORD-10294,2024-04-30,Office Chair,Furniture,North,Small Business,Online,1,226.87,0.05,198.28,123.17,75.11
ORD-10295,2025-04-11,Notebook,Office Supplies,North-East,Small Business,Online,3,7.88,0,23.64,9.18,14.46
ORD-10296,2024-04-28,Headset,Technology,Central,Consumer,B2B Sales,1,95.68,0.05,107.26,44.57,62.69
ORD-10297,2024-02-06,File Folder Pack,Office Supplies,North-East,Consumer,Online,6,19.74,0,118.44,54.33,64.11
ORD-10298,2025-05-29,Office Chair,Furniture,East,Consumer,Retail Store,1,220.02,0.15,196.37,130.08,66.29
ORD-10299,2024-11-14,Stapler,Office Supplies,North-East,Consumer,Online,5,18.61,0,116.31,40.23,76.08
ORD-10300,2025-05-20,USB-C Hub,Accessories,West,Corporate,Online,1,68.46,0,75.31,30.54,44.77
ORD-10301,2025-10-13,Laptop Stand,Accessories,North,Consumer,Retail Store,5,43.67,0.05,190.84,99.67,91.17
ORD-10302,2025-05-18,USB-C Hub,Accessories,North,Consumer,B2B Sales,7,66.96,0.05,409.66,220.13,189.53
ORD-10303,2024-03-27,Stapler,Office Supplies,East,Corporate,Online,1,18.06,0.2,15.17,7.97,7.2
ORD-10304,2024-09-24,Power Bank,Accessories,North,Consumer,Online,2,57.99,0,106.7,53.76,52.94
ORD-10305,2024-04-21,Monitor,Technology,North-East,Consumer,Online,1,295.81,0,295.81,170.27,125.54
ORD-10306,2024-09-28,Laptop Stand,Accessories,East,Small Business,Online,1,44.17,0.15,39.42,19.81,19.61
ORD-10307,2025-12-29,Keyboard,Technology,North-East,Consumer,Retail Store,1,79.43,0,99.29,38.32,60.97
ORD-10308,2025-04-08,Stapler,Office Supplies,East,Consumer,Online,3,17.5,0,55.12,24.83,30.29
ORD-10309,2024-08-15,Mouse,Technology,North,Corporate,B2B Sales,1,40.74,0.15,31.86,17.73,14.13
ORD-10310,2024-03-07,Webcam,Technology,North-East,Small Business,Online,3,114.5,0,343.5,182.0,161.5
ORD-10311,2024-02-21,Headset,Technology,North-East,Small Business,Online,1,97.69,0,97.69,44.78,52.91
ORD-10312,2024-07-10,Mouse,Technology,East,Consumer,Retail Store,1,39.58,0.05,43.43,18.33,25.1
ORD-10313,2024-03-03,Mouse,Technology,East,Consumer,Retail Store,2,39.4,0.2,66.19,36.65,29.54
ORD-10314,2024-01-20,Phone Charger,Accessories,North-East,Corporate,Retail Store,8,29.97,0,239.76,96.22,143.54
ORD-10315,2024-08-12,Keyboard,Technology,Central,Small Business,Online,1,76.38,0,90.13,37.66,52.47
ORD-10316,2024-09-10,Bookshelf,Furniture,West,Small Business,B2B Sales,1,190.74,0,209.81,98.73,111.08
ORD-10317,2025-02-01,Pen Set,Office Supplies,East,Consumer,Online,6,12.62,0,79.51,24.7,54.81
ORD-10318,2025-08-04,Stapler,Office Supplies,East,Small Business,Retail Store,9,18.26,0,172.56,70.75,101.81
ORD-10319,2024-02-27,Monitor,Technology,Central,Corporate,Online,4,274.44,0,1295.36,700.53,594.83
ORD-10320,2024-11-27,Monitor,Technology,West,Corporate,Online,1,283.54,0.05,370.37,167.46,202.91
ORD-10321,2025-12-22,Power Bank,Accessories,West,Consumer,Online,3,58.17,0.1,215.96,78.83,137.13
ORD-10322,2025-10-16,Phone Charger,Accessories,East,Corporate,Retail Store,8,29.47,0.1,222.79,95.26,127.53
ORD-10323,2024-11-10,Bookshelf,Furniture,East,Consumer,Online,2,183.11,0.15,408.56,196.45,212.11
ORD-10324,2025-08-04,Headset,Technology,North,Small Business,B2B Sales,1,96.57,0.15,75.52,44.54,30.98
ORD-10325,2024-03-20,Keyboard,Technology,East,Corporate,B2B Sales,3,77.03,0.1,218.38,114.4,103.98
ORD-10326,2024-01-12,Monitor,Technology,Central,Consumer,Retail Store,2,270.15,0.05,605.68,343.19,262.49
ORD-10327,2024-06-19,Power Bank,Accessories,North-East,Consumer,Online,8,57.14,0.05,434.26,214.88,219.38
ORD-10328,2024-08-18,Laptop,Technology,Central,Consumer,Online,4,919.05,0,4337.92,2495.58,1842.34
ORD-10329,2024-03-17,Notebook,Office Supplies,North,Corporate,Retail Store,11,8.24,0.05,79.22,33.85,45.37
ORD-10330,2025-09-13,USB-C Hub,Accessories,Central,Consumer,Online,4,65.06,0.05,291.73,125.37,166.36
ORD-10331,2025-07-07,Keyboard,Technology,North,Consumer,Online,2,78.3,0,158.48,76.4,82.08
ORD-10332,2025-03-13,Webcam,Technology,West,Consumer,Online,1,112.62,0.2,99.11,58.76,40.35
ORD-10333,2024-04-28,Mouse,Technology,North-East,Consumer,Retail Store,1,40.58,0,40.58,18.76,21.82
ORD-10334,2025-01-13,Laptop,Technology,North,Consumer,Online,3,965.6,0,2665.06,1913.48,751.58
ORD-10335,2024-04-09,Keyboard,Technology,West,Consumer,Retail Store,1,72.46,0.05,75.72,38.63,37.09
ORD-10336,2025-07-02,Desk Lamp,Furniture,West,Small Business,Online,1,57.77,0.1,62.91,24.36,38.55
ORD-10337,2025-06-13,Drawer Cabinet,Furniture,East,Consumer,Retail Store,1,169.35,0.2,142.25,91.22,51.03
ORD-10338,2024-05-09,Laptop,Technology,North-East,Consumer,B2B Sales,1,968.53,0,968.53,639.16,329.37
ORD-10339,2024-03-09,Headset,Technology,North-East,Corporate,B2B Sales,1,99.91,0,99.91,46.31,53.6
ORD-10340,2025-08-24,Desk Organizer,Office Supplies,Central,Consumer,Online,2,26.31,0.05,58.99,21.72,37.27
ORD-10341,2024-10-19,Phone Charger,Accessories,North-East,Consumer,Retail Store,8,28.91,0,231.28,95.05,136.23
ORD-10342,2025-09-15,Desk Lamp,Furniture,Central,Consumer,B2B Sales,2,53.07,0.05,118.98,47.94,71.04
ORD-10343,2025-01-16,Keyboard,Technology,North,Consumer,Retail Store,2,72.74,0.15,113.77,75.19,38.58
ORD-10344,2025-03-29,Bookshelf,Furniture,North,Corporate,Retail Store,1,180.75,0.15,141.35,95.81,45.54
ORD-10345,2025-05-11,Bookshelf,Furniture,Central,Consumer,Online,1,181.92,0,214.67,98.76,115.91
ORD-10346,2025-08-05,Monitor,Technology,East,Small Business,Online,1,294.5,0.1,278.3,169.86,108.44
ORD-10347,2025-04-20,File Folder Pack,Office Supplies,Central,Corporate,Online,11,20.39,0,264.66,103.05,161.61
ORD-10348,2025-08-23,Printer Paper,Office Supplies,East,Small Business,Online,2,14.83,0.05,29.59,13.88,15.71
ORD-10349,2025-08-08,Standing Desk,Furniture,East,Corporate,Retail Store,1,520.49,0,546.51,320.73,225.78
ORD-10350,2025-11-29,Monitor,Technology,East,Corporate,Online,1,291.34,0,382.38,178.11,204.27
ORD-10351,2025-10-20,Mouse,Technology,North,Consumer,Online,1,40.48,0.1,33.52,18.38,15.14
ORD-10352,2024-01-08,File Folder Pack,Office Supplies,North,Corporate,Retail Store,7,19.8,0,127.51,62.02,65.49
ORD-10353,2024-10-10,Bookshelf,Furniture,North,Corporate,B2B Sales,1,176.19,0.05,153.99,94.7,59.29
ORD-10354,2024-02-28,Drawer Cabinet,Furniture,North-East,Corporate,Retail Store,3,164.09,0.2,393.82,263.51,130.31
ORD-10355,2025-03-04,File Folder Pack,Office Supplies,Central,Corporate,B2B Sales,5,19.89,0.1,105.62,46.26,59.36
ORD-10356,2025-10-15,Bookshelf,Furniture,West,Consumer,Online,1,182.85,0,201.14,96.23,104.91
ORD-10357,2024-09-21,Drawer Cabinet,Furniture,East,Small Business,B2B Sales,1,157.16,0,165.02,91.61,73.41
ORD-10358,2025-03-06,Bookshelf,Furniture,North,Consumer,Online,2,181.27,0.15,283.51,193.96,89.55
ORD-10359,2025-09-27,Monitor,Technology,West,Consumer,Retail Store,1,280.37,0.15,262.15,168.39,93.76
ORD-10360,2024-07-24,Stapler,Office Supplies,North-East,Consumer,B2B Sales,3,18.68,0.05,58.56,24.58,33.98
ORD-10361,2024-06-30,Laptop,Technology,Central,Consumer,Online,2,966.75,0,2281.53,1283.36,998.17
ORD-10362,2024-03-31,Mouse,Technology,North-East,Consumer,B2B Sales,1,38.55,0,38.55,18.11,20.44
ORD-10363,2024-01-15,Backpack,Accessories,East,Consumer,Online,4,83.52,0.15,298.17,152.28,145.89
ORD-10364,2024-04-15,Stapler,Office Supplies,North,Consumer,B2B Sales,5,18.99,0.05,82.99,40.66,42.33
ORD-10365,2025-06-20,File Folder Pack,Office Supplies,East,Consumer,B2B Sales,6,20.7,0,130.41,56.35,74.06
ORD-10366,2025-02-17,Monitor,Technology,East,Consumer,Online,1,272.25,0.1,257.28,176.03,81.25
ORD-10367,2025-01-19,Phone Charger,Accessories,West,Corporate,Retail Store,1,30.79,0.1,30.48,11.78,18.7
ORD-10368,2025-12-07,Mouse,Technology,North-East,Consumer,Online,2,39.22,0.1,88.25,35.3,52.95
ORD-10369,2025-03-06,Drawer Cabinet,Furniture,North,Corporate,Retail Store,1,167.98,0.05,146.81,90.05,56.76
ORD-10370,2024-10-16,Laptop,Technology,North-East,Consumer,Online,1,961.7,0,961.7,638.13,323.57
ORD-10371,2024-10-29,Headset,Technology,North-East,Small Business,Retail Store,1,93.43,0,93.43,44.38,49.05
ORD-10372,2024-04-23,Power Bank,Accessories,East,Small Business,Retail Store,2,56.78,0,119.24,51.89,67.35
ORD-10373,2024-08-24,Printer Paper,Office Supplies,North,Consumer,Online,3,15.71,0.15,36.86,21.11,15.75
ORD-10374,2025-11-24,Webcam,Technology,Central,Consumer,Retail Store,1,114.97,0.1,152.62,57.53,95.09
ORD-10375,2025-01-01,Backpack,Accessories,North,Small Business,Online,7,83.15,0.05,508.71,278.6,230.11
ORD-10376,2024-10-05,Power Bank,Accessories,North-East,Corporate,Retail Store,3,53.53,0.1,144.53,81.8,62.73
ORD-10377,2024-06-12,Headset,Technology,North-East,Small Business,Retail Store,1,94.81,0.05,90.07,44.19,45.88
ORD-10378,2025-12-01,USB-C Hub,Accessories,North-East,Small Business,Online,8,65.26,0,652.6,246.2,406.4
ORD-10379,2024-01-13,Drawer Cabinet,Furniture,West,Corporate,Online,4,167.57,0.05,700.44,361.92,338.52
ORD-10380,2025-09-25,Webcam,Technology,East,Consumer,Retail Store,2,107.24,0.15,191.42,120.92,70.5
ORD-10381,2025-09-19,Webcam,Technology,East,Consumer,Online,1,107.42,0.1,101.51,58.14,43.37
ORD-10382,2024-12-04,Laptop Stand,Accessories,West,Consumer,Retail Store,7,46.88,0,451.22,141.55,309.67
ORD-10383,2025-08-09,Desk Organizer,Office Supplies,North-East,Consumer,B2B Sales,1,24.26,0.05,23.05,11.21,11.84
ORD-10384,2024-01-01,Backpack,Accessories,West,Corporate,B2B Sales,5,87.16,0.05,455.41,190.73,264.68
ORD-10385,2024-02-25,Desk Lamp,Furniture,North,Corporate,Retail Store,1,56.41,0.1,46.71,23.71,23.0
ORD-10386,2025-11-05,Keyboard,Technology,North,Small Business,B2B Sales,1,75.91,0.1,78.57,37.36,41.21
ORD-10387,2024-06-17,File Folder Pack,Office Supplies,North-East,Consumer,Retail Store,4,19.44,0.15,66.1,35.82,30.28
ORD-10388,2024-07-14,Office Chair,Furniture,North-East,Consumer,Retail Store,1,213.91,0.15,200.01,126.5,73.51
ORD-10389,2025-08-26,USB-C Hub,Accessories,North-East,Consumer,Retail Store,7,67.85,0.05,451.2,213.27,237.93
ORD-10390,2024-06-30,Standing Desk,Furniture,East,Consumer,Retail Store,1,515.94,0.15,460.48,312.89,147.59
ORD-10391,2025-09-15,USB-C Hub,Accessories,North,Consumer,Online,5,65.34,0,300.56,151.33,149.23
ORD-10392,2025-12-17,Backpack,Accessories,North,Small Business,Retail Store,7,87.65,0.15,599.75,272.46,327.29
ORD-10393,2024-07-24,Webcam,Technology,North,Corporate,B2B Sales,1,113.41,0.2,91.82,57.56,34.26
ORD-10394,2025-07-09,Bookshelf,Furniture,Central,Corporate,Retail Store,1,189.77,0.1,221.69,97.58,124.11
ORD-10395,2025-06-30,Mouse,Technology,Central,Corporate,Online,1,41.08,0,48.47,18.59,29.88
ORD-10396,2024-06-13,Phone Charger,Accessories,East,Small Business,Retail Store,6,29.41,0.05,176.02,72.37,103.65
ORD-10397,2025-04-08,Webcam,Technology,West,Small Business,Retail Store,2,108.21,0.1,214.26,120.17,94.09
ORD-10398,2024-10-21,Office Chair,Furniture,North-East,Consumer,B2B Sales,3,218.08,0.05,621.53,367.84,253.69
ORD-10399,2024-09-14,Mouse,Technology,East,Small Business,Retail Store,2,41.42,0.05,82.63,36.8,45.83
ORD-10400,2024-07-17,Monitor,Technology,Central,Consumer,Online,1,279.36,0.05,344.48,173.22,171.26
ORD-10401,2024-05-13,Keyboard,Technology,Central,Consumer,Retail Store,1,73.15,0,86.32,37.38,48.94
ORD-10402,2025-10-02,Bookshelf,Furniture,North-East,Corporate,Retail Store,1,185.54,0.05,176.26,99.46,76.8
ORD-10403,2025-06-17,Headset,Technology,East,Consumer,Retail Store,1,93.3,0,97.97,45.15,52.82
ORD-10404,2025-01-04,Headset,Technology,West,Consumer,Retail Store,2,97.37,0,214.21,90.38,123.83
ORD-10405,2024-09-03,Backpack,Accessories,West,Consumer,Online,6,84.84,0.1,503.95,225.25,278.7
ORD-10406,2024-09-19,Printer Paper,Office Supplies,Central,Small Business,B2B Sales,7,15.17,0.05,119.04,49.69,69.35
ORD-10407,2024-10-30,USB-C Hub,Accessories,North,Consumer,B2B Sales,3,68.72,0.1,170.7,91.56,79.14
ORD-10408,2025-10-03,Webcam,Technology,East,Small Business,Online,1,111.52,0.1,105.39,60.8,44.59
ORD-10409,2025-03-21,Office Chair,Furniture,East,Consumer,Retail Store,1,212.81,0,223.45,124.7,98.75
ORD-10410,2024-03-13,Pen Set,Office Supplies,North,Consumer,Online,7,12.04,0,77.54,28.76,48.78
ORD-10411,2025-07-01,Webcam,Technology,West,Consumer,Retail Store,1,114.93,0.05,132.11,58.88,73.23
ORD-10412,2024-10-23,Bookshelf,Furniture,West,Consumer,Retail Store,1,179.91,0.1,178.11,96.25,81.86
ORD-10413,2025-06-30,Webcam,Technology,North-East,Corporate,B2B Sales,1,112.57,0,112.57,60.44,52.13
ORD-10414,2025-10-25,Notebook,Office Supplies,West,Small Business,Online,1,7.68,0.1,7.6,3.05,4.55
ORD-10415,2024-03-28,Webcam,Technology,North,Consumer,B2B Sales,3,107.17,0,295.79,178.03,117.76
ORD-10416,2024-09-15,Monitor,Technology,West,Small Business,B2B Sales,3,296.64,0.05,929.97,519.42,410.55
ORD-10417,2024-10-24,Bookshelf,Furniture,Central,Consumer,Retail Store,3,179.23,0.1,571.03,283.98,287.05
ORD-10418,2024-10-18,Standing Desk,Furniture,North,Consumer,Online,1,535.26,0,492.44,316.1,176.34
ORD-10419,2024-11-19,USB-C Hub,Accessories,Central,Consumer,Retail Store,7,64.2,0.05,629.72,215.79,413.93
ORD-10420,2024-12-05,Power Bank,Accessories,North-East,Consumer,Online,2,53.77,0.1,120.98,54.02,66.96
ORD-10421,2024-05-23,USB-C Hub,Accessories,North,Corporate,Retail Store,3,68.2,0.15,160.0,92.18,67.82
ORD-10422,2025-08-18,Stapler,Office Supplies,East,Small Business,Retail Store,9,18.46,0,174.45,72.54,101.91
ORD-10423,2025-08-26,Bookshelf,Furniture,East,Consumer,Retail Store,1,181.84,0.1,171.84,98.74,73.1
ORD-10424,2025-09-20,Drawer Cabinet,Furniture,East,Consumer,Online,3,164.15,0.2,413.66,272.32,141.34
ORD-10425,2025-05-10,Laptop Stand,Accessories,East,Corporate,Online,7,44.86,0,329.72,139.23,190.49
ORD-10426,2025-01-04,Desk Organizer,Office Supplies,Central,Consumer,Retail Store,2,25.76,0.05,57.75,22.84,34.91
ORD-10427,2024-09-26,Stapler,Office Supplies,East,Consumer,Online,2,18.21,0.05,36.33,16.7,19.63
ORD-10428,2025-06-12,Printer Paper,Office Supplies,North-East,Corporate,B2B Sales,1,15.15,0,15.15,6.94,8.21
ORD-10429,2024-03-19,Printer Paper,Office Supplies,East,Consumer,Online,2,15.39,0.05,30.7,14.04,16.66
ORD-10430,2024-04-26,Desk Organizer,Office Supplies,North-East,Consumer,Online,7,24.06,0,168.42,78.55,89.87
ORD-10431,2024-06-13,Headset,Technology,Central,Small Business,Online,1,99.96,0.05,112.06,45.38,66.68
ORD-10432,2025-07-31,Bookshelf,Furniture,Central,Consumer,Retail Store,1,181.47,0,235.55,95.83,139.72
ORD-10433,2024-05-26,Standing Desk,Furniture,West,Corporate,Online,3,517.02,0.05,1620.86,949.85,671.01
ORD-10434,2024-08-23,Pen Set,Office Supplies,Central,Consumer,Retail Store,7,12.51,0.1,93.0,27.79,65.21
ORD-10435,2025-09-21,Stapler,Office Supplies,West,Corporate,Online,4,18.9,0.05,79.0,31.36,47.64
ORD-10436,2025-11-25,Drawer Cabinet,Furniture,North-East,Consumer,Online,1,157.27,0.15,167.1,91.1,76.0
ORD-10437,2025-01-25,File Folder Pack,Office Supplies,West,Consumer,Online,8,20.73,0.15,155.06,70.98,84.08
ORD-10438,2025-09-04,Power Bank,Accessories,North,Consumer,Retail Store,1,55.98,0,51.5,25.49,26.01
ORD-10439,2025-11-01,Keyboard,Technology,North-East,Consumer,Online,2,73.9,0.15,157.04,76.73,80.31
ORD-10440,2025-01-09,Desk Lamp,Furniture,East,Consumer,Retail Store,1,54.84,0.05,54.7,23.95,30.75
ORD-10441,2024-11-10,File Folder Pack,Office Supplies,North-East,Corporate,B2B Sales,3,20.7,0.05,73.74,27.78,45.96
ORD-10442,2024-06-14,Headset,Technology,North-East,Corporate,Retail Store,3,97.7,0,293.1,135.98,157.12
ORD-10443,2025-10-13,Laptop,Technology,East,Consumer,Retail Store,1,936.99,0.05,934.65,634.03,300.62
ORD-10444,2025-01-28,Power Bank,Accessories,West,Corporate,Online,1,58.0,0.15,54.23,26.65,27.58
ORD-10445,2025-03-25,Webcam,Technology,West,Consumer,Online,2,111.27,0,244.79,115.06,129.73
ORD-10446,2024-02-06,File Folder Pack,Office Supplies,Central,Small Business,Online,6,20.76,0.05,139.63,54.41,85.22
ORD-10447,2025-08-23,Laptop,Technology,Central,Small Business,Retail Store,2,965.12,0.1,2049.91,1245.36,804.55
ORD-10448,2024-10-10,Monitor,Technology,North-East,Small Business,Retail Store,1,280.2,0,280.2,167.46,112.74
ORD-10449,2024-10-28,Notebook,Office Supplies,West,Small Business,B2B Sales,6,8.24,0.2,43.51,18.35,25.16
ORD-10450,2024-09-06,Desk Lamp,Furniture,North-East,Small Business,B2B Sales,1,54.22,0.05,51.51,24.84,26.67
ORD-10451,2024-08-13,Standing Desk,Furniture,North,Consumer,Online,1,535.64,0,492.79,310.03,182.76
ORD-10452,2025-02-12,Bookshelf,Furniture,Central,Corporate,Online,1,176.73,0.05,198.11,94.32,103.79
ORD-10453,2025-11-30,USB-C Hub,Accessories,North-East,Corporate,Online,5,68.07,0,425.44,149.13,276.31
ORD-10454,2024-09-12,Phone Charger,Accessories,East,Corporate,Online,3,30.83,0.1,87.4,36.83,50.57
ORD-10455,2025-07-08,Power Bank,Accessories,North,Corporate,Retail Store,7,55.5,0.2,314.53,190.03,124.5
ORD-10456,2024-10-13,Stapler,Office Supplies,East,Consumer,Retail Store,8,18.97,0,159.35,64.28,95.07
ORD-10457,2025-12-03,Desk Lamp,Furniture,Central,Corporate,Online,3,52.87,0,233.95,73.49,160.46
ORD-10458,2024-11-29,Printer Paper,Office Supplies,East,Corporate,Online,11,15.84,0.05,217.26,76.45,140.81
ORD-10459,2025-03-10,Webcam,Technology,North,Consumer,Online,1,111.89,0.2,82.35,59.63,22.72
ORD-10460,2024-04-12,Standing Desk,Furniture,West,Consumer,Online,1,549.08,0,603.99,321.28,282.71
ORD-10461,2024-06-29,Pen Set,Office Supplies,West,Corporate,Online,11,11.88,0.05,136.56,44.87,91.69
ORD-10462,2025-02-11,Monitor,Technology,Central,Consumer,Online,3,271.5,0.1,865.0,509.07,355.93
ORD-10463,2025-01-03,Printer Paper,Office Supplies,North,Consumer,Online,4,15.27,0.1,50.57,28.5,22.07
ORD-10464,2024-10-18,File Folder Pack,Office Supplies,West,Consumer,Retail Store,2,19.96,0,43.91,18.44,25.47
ORD-10465,2024-05-28,Phone Charger,Accessories,North-East,Corporate,Retail Store,3,29.04,0.05,82.76,36.07,46.69
ORD-10466,2025-10-30,Keyboard,Technology,West,Corporate,Online,1,78.47,0.05,82.0,38.8,43.2
ORD-10467,2025-04-06,Pen Set,Office Supplies,Central,Consumer,Online,5,12.65,0.1,67.17,19.71,47.46
ORD-10468,2024-06-19,Notebook,Office Supplies,Central,Small Business,Online,1,7.7,0.05,8.63,3.1,5.53
